용어번호,용어설명,용어명,요약
636,사회구성원 전체가 함께 소유하고 있는 자원으로서 바다나 호수의 물고기 공유림 등이 이에 속한다. 공유재는 과다이용과 과다채취의 문제가 발생하게 되므로 사회구성원 전체가 적절히 자제하는 것이 모두에게 이익이 된다. 따라서 공유재에 대한 국가간의 협약이나 정부의 개입 등을 통해 공유재의 사용제한이 필요하게 된다.,공유재(共有財 common property resource),
931,「국토의계획및이용에관한법률」의 규정에 의한 도시계획시설중의 하나로 「수도법」에 의하면 수도란 도관 기타의 공작물을 사용하여 원수 또는 정수를 공급하는 시설의 전부를 말하며 일반수도 공업용수도 및 전용수도로 구분한다. 「도시계획시설의결정?구조및설치기준에관한규칙」에 의하면 수도에서 전용수도는 제외시키고 있다. 도시관리계획으로 설치하는 수도의 범위는 취수시설?저수시설?정수시설 및 배수시설과 전용관로부지상에 설치하는 도수시설 및 송수시설을 말한다.,수도(水道),
596,행정기관이 법령이 정하는 바에 따라 일정한 사항을 일반국민들에게 알리는 문서이다. 행정법상 공고와 명백하게 구별하여 사용되고 있지는 않지만 굳이 구별한다면 고시는 일단 정한 후 개정 또는 폐지되지 않는 한 계속적으로 효력이 있기 때문에 법적 구속력을 가진다는데 그 특징이 있다.☞공고',고시(告示),
1761,,공공공지(기부채납),사업토지가 포함된 지구단위계획구역 내에서 용적률을 완화받기 위해서 공공에 설치 제공한 공공공지를 말한다.
424,<span style='letter-spacing: 0.3pt'>공중권은 </span><span style='letter-spacing: 0.3pt'>1578</span><span style='letter-spacing: 0.3pt'>년 영국의 관습법에서 출발하여 </span><span style='letter-spacing: 0.3pt'>1927</span><span style='letter-spacing: 0.3pt'>년 미국에서 최초로 공중권을</span><span style='letter-spacing: -0.1pt'>규정하는 성문법을 마련하여 입법되었다</span><span style='letter-spacing: -0.1pt'>. </span>;<span style='letter-spacing: -0.2pt'>토지의 소유개념과 이용권 개념이 분리되면서</span><span style='letter-spacing: 0.2pt'>인정되는 시설</span><span style='letter-spacing: 0.2pt'>;</span><span style='letter-spacing: 0.2pt'>토지 및 건물 상부공간의</span><span style='letter-spacing: 0.3pt'>개발에 대한 권리로서 토지의 고도이용과</span><span style='letter-spacing: 0.2pt'>공간의 효율성을 높이기 위한 개념이다</span><span style='letter-spacing: 0.2pt'>. </span><span style='letter-spacing: -0.4pt'>도시에서 저층의 빌딩 용지나 도로</span><span style='letter-spacing: -0.4pt'>;</span><span style='letter-spacing: -0.4pt'>철도 등은 단일용도의 저밀도 상태로 유지되는 경우가</span> <span style='letter-spacing: -0.2pt'>많은데</span><span style='letter-spacing: -0.2pt'> </span><span style='letter-spacing: -0.2pt'>이러한 부지에 고밀도의 복합적 이용이 가능하려면 공중권의 개념이 적용되어야</span> 한다<span style='letter-spacing: 0pt'>. </span>;<span style='letter-spacing: 0.3pt'>뉴욕시의 매디슨 스퀘어 가든은 공중권 매매의 대표적 사례로 민간회사가 철도용지</span><span style='letter-spacing: 0.1pt'>상공의 공중권을 매입하여 건설하였다</span><span style='letter-spacing: 0.1pt'>. </span><span style='letter-spacing: 0.1pt'>이러한 공중권의 범위는 기존건물의 여유 개발</span><span style='letter-spacing: -0.1pt'>용량에 대한 증축뿐만 아니라 햇빛</span><span style='letter-spacing: -0.1pt'>;</span><span style='letter-spacing: -0.1pt'>공기</span><span style='letter-spacing: -0.1pt'>;</span><span style='letter-spacing: -0.1pt'>광고가치 등의 보호를 목적으로 설정한 공간의</span><span style='letter-spacing: 0.3pt'>소유 권리까지 포함하며</span><span style='letter-spacing: 0.3pt'> </span><span style='letter-spacing: 0.3pt'>개발용량을 다른 토지로 이전하여 이용할 수 있는 개발권양도제</span><span style='letter-spacing: 0.1pt'>(TDR)</span><span style='letter-spacing: 0.1pt'>에 근거를 제공한다</span><span style='letter-spacing: 0.1pt'>. </span>;우리나라는 민법에서 토지소유권은 지표뿐만 아니라 정당한 이익이 있는 범위 내에서 <span style='letter-spacing: -0.2pt'>지표의 수직선상에 있는 지하 및 공중을 모두 포함한다</span><span style='letter-spacing: -0.2pt'>. </span><span style='letter-spacing: -0.2pt'>이러한 토지소유권 외에 타인의</span> <span style='letter-spacing: 0.2pt'>토지에 건물</span><span style='letter-spacing: 0.2pt'> </span><span style='letter-spacing: 0.2pt'>기타 공작물이나 수목을 소유할 목적으로 그 토지를 사용하는 권리</span>인 지상권을 따로 정의하고 있다<span style='letter-spacing: 0pt'>. </span>우리나라의 경우 구분소유권과 구분지상권이 공중권의 개념과 유사하게 사용되고 있다<span style='letter-spacing: 0pt'>.</span>;;<span style='letter-spacing: 0pt'>※ </span><span style='letter-spacing: 0pt'>구분소유권구분소유권은 물리적으로 독립적인 건물 일부분에 대한 소유권이며 토지에 대한 공유지분 등 토지소유권이 없는 경우 완전한 재산권의 행사가 어렵고 건물 등의 멸실에 따라 권리가 소멸되는 되며 개발용량의 개념을 포함하지 않는다. </span><span style='letter-spacing: 0pt'>※ 구분지상권지상권의 범위를 한정하여 타인의 토지의 지상 또는 지하공간의 일정부분을 이용할 수 있는 권리이며 토지에 대한 소유권이 없이도 권리의 행사가 가능하나 토지소유권자의 동의를 전제로 한다. </span>,공중권 (air rights),토지의 지표면과 별도로 독립된 지표위의 상부공간에 대한 권리로서 토지의 입체적 이용 관점에서 시설;토지 및 건물 상공의 공간에 대한 개발용량의 소유권을 말한다.
433,구분지상권은 지상권의 일종으로서 토지에 대한 권리의 대상을 해당 토지의 지하와 지상의 연속적인 공간으로 보고 이 공간중의 일부 상하구간을 대상으로 형성하는 입체공간에 대한 사용권을 말한다. 구분지상권이 설정된 구간은 지상권의 행사를 위하여 토지의 사용을 제한할 수 있다.구분지상권 적용의 예를 들면 민간소유 토지의 일부구간에 입체도로 구역이 결정된 경우 도로로 사용하는 토지의 지하부분 및 지상부분에 대하여 구분지상권을 설정하여 토지소유자에게 보상하는 경우를 들 수 있다.,구분지상권,건물 및 그 밖의 공작물을 소유하기 위하여 다른 사람이 소유한 토지의 지상이나 지하의 공간에 대하여 상하의 범위를 정해 그 공간을 사용하는 지상권의 한 가지이다.
1744,,공동개발(지정),;둘 이상의 필지를 일단의 대지로 하여 건축물을 건축하도록 지정한 것을 말한다.
1737,,공동주차통로,둘 이상의 대지에 주차장 출입을 위해 공동으로 설치하여 사용하는 차량출입통로를 말한다.
502,1980년대 주택건설종합계획을 성공적으로 달성하기 위하여 필요한 주택자금의 조달재원을 확대하고 이를 효율적으로 적용하기 위하여 1981년 「주택건설촉진법」을 개정하여 국민주택기금제도를 시행하였고 이러한 국민주택기금의 지원에 의해 공공 또는 민간에서 공급되는 소형 주택을 국민주택이라 한다.국토교통부장관은 주택수급의 적정을 기하기 위하여 필요하다고 인정하는 때에는 사업주체가 건설하는 주택의 75%(주택조합이나 고용자가 건설하는 주택은 100%) 이하의 범위 안에서 일정 비율 이상을 국민주택규모로 건설하게 할 수 있다.국민주택의 청약자격은 최초 입주자모집 공고일에 주택공급지역에 거주하는 무주택세대주이며 청약자들 중 순위를 구분하여 입주자를 선정하게 된다.;;※ 주거전용면적의 산정방법        단독주택의 경우에는 그 바닥면적에서 지하실(거실로 사용되는 면적을 제외한다) 본 건축물과 분리된 창고;차고 및 화장실의 면적을 제외한 면적            공동주택의 경우에는 외벽의 내부선을 기준으로 산정한 면적(다만 2세대 이상이 공동으로 사용하는 부분으로서 다음에 해당하는 공용면적을 제외하며 이 경우 바닥면적에서 주거전용면적을 제외하고 남는 외벽면적은 공용면적에 가산한다)    ;;; 가. 복도;계단;현관 등 공동주택의 지상 층에 있는 공용면적    ;;; 나. 가목의 공용면적을 제외한 지하층;관리사무소 등 그 밖의 공용면적    ,국민주택,국가;지방자치단체 한국토지주택공사 또는 주택사업을 목적으로 설립된 지방공사가 직접 건설하거나 국민주택기금으로부터 자금을 지원받아 건설;개량되는 주택으로 주거전용면적이 1호당 또는 1세대 당 85㎡ 이하(수도권을 제외한 도시지역이 아닌 읍;면 지역의 경우 100㎡이하)인 주택을 말한다.
673,외환거래와 국제금융기업활동에 대한 특별한 행정적 규제없이 자유로운 결제를 촉진하는 지역이다. 이러한 지역은 국내 금융활동과 구별이 없는 경우(on-shore center) 국내금융과 분리되어 행해지는 경우(off-shore center) 그리고 장부상의 거래와 기장만 기록하는 경우(booking center)가 있다. 영국의 런던 스위스의 취리히 홍콩 등이 국내외 종합형이고 뉴욕 싱가포르 바레인 동경 룩셈부르크 마닐라 등이 국내외 분리형이다. 그리고 리히텐슈타인 파나마 등은 장부만 기재하는 경우에 속한다.,국제금융자유지역(國際金融自由地域 international finance centers),
677,「국토기본법」규정에 의하면 국토계획은 국토를 이용?개발 및 보전함에 있어서 미래의 경제적?사회적 변동에 대응하여 국토가 지향하여야 할 발전방향을 설정하고 이를 달성하기 위한 계획을 말하며 국토종합계획?도종합계획?시군종합계획?지역계획 및 부문별계획으로 구분한다. 구체적인 내용은 다음과 같다.① 국토종합계획은 국토전역을 대상으로 하여 20년을 단위로 수립하되 국토의 장기적인 발전방향을 제시하는 종합계획을 말한다. 도종합계획 및 시군종합계획의 기본이 되며 부문별계획과 지역계획은 국토종합계획과 조화를 이루어야 한다.② 도종합계획은 도의 관할구역을 대상으로 하여 당해 지역의 장기적인 발전방향을 제시하는 종합계획을 말한다. 당해 도의 관할구역내에서 수립되는 시군종합계획의 기본이 된다.③ 시군종합계획은 특별시?광역시?시 또는 군(광역시의 군을 제외한다)의 관할구역을 대상으로 하여 당해 지역의 기본적인 공간구조와 장기발전방향을 제시하고 토지이용?교통?환경?안전?산업?정보통신?보건?후생?문화 등에 관하여 수립하는 계획으로서 「국토의계획및이용에관한법률」에 의하여 수립되는 도시계획을 말한다.④ 지역계획은 특정한 지역을 대상으로 특별한 정책목적을 달성하기 위하여 수립하는 계획을 말한다.⑤ 부문별계획은 국토전역을 대상으로 하여 특정부문에 대한 장기적인 발전방향을 제시하는 계획을 말한다.',국토계획(國土計劃),
